"previous_year_rating";"education = Below Secondary";"employee_id";"department";"region";"gender";"recruitment_channel";"no_of_trainings";"age";"length_of_service";"awards_won?";"avg_training_score";"is_promoted"
4.0;0;31227;"Operations";"region_2";"m";"other";1;29;1;0;62;"No"
5.0;0;38160;"Sales & Marketing";"region_11";"m";"other";1;30;6;0;50;"No"
3.0;0;67179;"Sales & Marketing";"region_2";"f";"other";1;31;3;0;49;"No"
3.0;0;55575;"Sales & Marketing";"region_2";"m";"sourcing";1;35;3;1;49;"No"
5.0;0;55977;"Sales & Marketing";"region_32";"f";"other";1;28;6;1;50;"No"
3.0;0;18903;"Sales & Marketing";"region_32";"m";"other";1;32;7;0;52;"No"
3.1974214343271554;1;23285;"Operations";"region_7";"f";"other";1;26;1;0;59;"No"
3.0;0;6205;"Analytics";"region_2";"m";"other";1;31;5;0;84;"No"
1.0;0;73951;"Sales & Marketing";"region_2";"m";"other";1;27;1;0;49;"No"
3.0;1;64865;"Operations";"region_7";"m";"other";1;24;2;0;59;"No"
5.0;0;41609;"Sales & Marketing";"region_11";"m";"sourcing";1;35;10;0;49;"Yes"
1.0;0;7944;"Sales & Marketing";"region_2";"m";"other";2;24;2;0;49;"No"
5.0;0;66628;"Sales & Marketing";"region_2";"m";"sourcing";1;22;2;0;49;"No"
3.1974214343271554;0;30330;"Technology";"region_22";"m";"other";1;27;1;0;78;"No"
4.0;0;18547;"Operations";"region_32";"m";"sourcing";1;30;3;0;60;"No"
4.0;1;28918;"Legal";"region_2";"m";"other";1;28;3;0;60;"No"
3.1974214343271554;1;10367;"Procurement";"region_2";"f";"sourcing";1;21;1;0;68;"No"
3.0;0;17313;"Sales & Marketing";"region_2";"m";"sourcing";1;43;5;0;46;"No"
4.0;1;31893;"Technology";"region_2";"f";"other";1;21;1;0;75;"No"
3.0;1;38427;"Procurement";"region_7";"m";"other";1;24;3;0;70;"No"
3.0;0;1315;"Analytics";"region_28";"m";"other";1;35;7;0;80;"Yes"
3.0;0;75000;"Sales & Marketing";"region_29";"m";"other";1;29;7;0;53;"No"
3.0;1;53942;"Technology";"region_2";"f";"other";2;24;2;0;77;"No"
4.0;1;13283;"HR";"region_32";"m";"other";2;23;2;0;53;"No"
3.1974214343271554;1;16769;"Operations";"region_2";"m";"other";1;24;1;0;54;"No"
3.0;0;23482;"Sales & Marketing";"region_27";"m";"sourcing";1;27;4;0;51;"No"
3.1974214343271554;1;76178;"Technology";"region_2";"m";"other";1;23;1;0;80;"No"
3.0;0;53498;"Sales & Marketing";"region_2";"m";"sourcing";1;29;4;0;48;"No"
3.0;1;66860;"Operations";"region_31";"m";"other";1;25;2;0;57;"No"
3.1974214343271554;0;56765;"Analytics";"region_22";"m";"other";1;26;1;0;87;"No"
1.0;0;69153;"Sales & Marketing";"region_2";"m";"sourcing";1;55;7;0;48;"No"
4.0;0;47216;"Sales & Marketing";"region_31";"m";"sourcing";1;24;3;0;48;"No"
4.0;1;50292;"Procurement";"region_2";"m";"other";1;24;1;0;74;"No"
5.0;1;1473;"Operations";"region_22";"m";"other";1;23;1;0;62;"No"
4.0;0;65415;"Technology";"region_22";"m";"sourcing";1;27;3;0;78;"No"
1.0;0;53679;"Sales & Marketing";"region_26";"m";"sourcing";1;30;4;0;46;"No"
1.0;0;61694;"Sales & Marketing";"region_27";"m";"other";1;34;3;0;51;"No"
3.1974214343271554;1;65402;"Procurement";"region_22";"m";"other";1;24;1;0;68;"No"
4.0;0;32636;"Analytics";"region_28";"m";"other";1;34;3;0;82;"No"
4.0;0;56967;"Analytics";"region_22";"f";"other";1;28;2;0;87;"No"
5.0;0;45107;"Sales & Marketing";"region_22";"m";"sourcing";2;23;2;0;48;"No"
1.0;0;75360;"Sales & Marketing";"region_7";"m";"sourcing";1;28;4;0;50;"No"
4.0;0;36908;"Operations";"region_2";"f";"other";1;44;7;0;61;"No"
3.0;0;56160;"Analytics";"region_29";"m";"sourcing";1;28;2;0;88;"No"
1.0;0;62216;"Procurement";"region_2";"m";"other";1;23;1;0;68;"No"
3.0;1;44801;"Operations";"region_7";"m";"other";1;27;2;0;64;"No"
2.0;0;74699;"Sales & Marketing";"region_2";"m";"other";1;38;10;0;53;"No"
4.0;0;22433;"Analytics";"region_22";"m";"sourcing";1;28;2;0;84;"No"
5.0;0;64056;"Sales & Marketing";"region_2";"f";"sourcing";1;22;2;0;46;"No"
1.0;0;4172;"Sales & Marketing";"region_31";"m";"other";1;35;3;0;45;"No"
4.0;0;76422;"Sales & Marketing";"region_27";"m";"other";1;28;2;0;51;"No"
3.1974214343271554;0;12308;"Analytics";"region_22";"m";"sourcing";2;28;1;0;93;"No"
3.1974214343271554;0;68693;"Sales & Marketing";"region_2";"m";"referred";1;24;1;0;51;"No"
2.0;0;11988;"Sales & Marketing";"region_7";"m";"other";1;25;4;0;51;"No"
3.1974214343271554;0;72806;"Sales & Marketing";"region_20";"m";"other";1;24;1;0;51;"No"
5.0;0;44217;"Sales & Marketing";"region_25";"m";"sourcing";3;25;3;0;49;"No"
3.1974214343271554;0;6849;"Operations";"region_2";"m";"sourcing";1;25;1;0;60;"No"
3.0;0;23959;"Sales & Marketing";"region_13";"m";"other";1;37;3;0;49;"No"
3.1974214343271554;1;53738;"HR";"region_2";"f";"sourcing";1;24;1;0;49;"No"
3.1974214343271554;1;30203;"Procurement";"region_2";"f";"other";1;20;1;0;71;"No"
3.0;0;41213;"Sales & Marketing";"region_2";"m";"other";1;33;5;0;47;"No"
3.1974214343271554;1;20243;"Operations";"region_7";"f";"other";1;24;1;0;59;"No"
4.0;0;54799;"Sales & Marketing";"region_2";"m";"referred";1;25;2;0;47;"No"
4.0;0;70531;"Sales & Marketing";"region_2";"m";"sourcing";2;38;9;0;53;"No"
3.1974214343271554;0;34657;"Sales & Marketing";"region_32";"m";"other";1;26;1;0;47;"No"
4.0;0;33558;"Sales & Marketing";"region_23";"m";"sourcing";1;29;4;0;50;"No"
3.1974214343271554;1;24561;"Operations";"region_2";"m";"other";1;24;1;0;58;"No"
4.0;0;25339;"Sales & Marketing";"region_2";"m";"sourcing";1;44;4;0;49;"No"
1.0;0;41839;"Sales & Marketing";"region_7";"m";"sourcing";1;25;3;0;48;"No"
3.0;0;101;"Sales & Marketing";"region_2";"m";"other";2;23;2;0;49;"No"
5.0;1;28118;"Legal";"region_2";"f";"other";1;26;2;0;62;"No"
3.1974214343271554;1;59879;"Procurement";"region_2";"f";"other";1;26;1;0;71;"No"
1.0;0;61107;"Sales & Marketing";"region_31";"m";"sourcing";1;30;7;0;48;"No"
5.0;0;31608;"Sales & Marketing";"region_28";"m";"sourcing";1;33;9;0;46;"No"
3.1974214343271554;0;8209;"Sales & Marketing";"region_2";"m";"sourcing";3;23;1;0;51;"No"
4.0;0;27480;"Sales & Marketing";"region_23";"m";"other";1;41;2;0;51;"No"
4.0;0;61571;"Sales & Marketing";"region_22";"f";"sourcing";1;27;3;0;49;"No"
5.0;1;1070;"Technology";"region_2";"f";"other";2;20;2;0;79;"No"
1.0;0;64327;"Operations";"region_2";"m";"other";1;33;6;0;58;"No"
1.0;0;9940;"Sales & Marketing";"region_16";"m";"sourcing";2;25;2;0;52;"No"
5.0;1;3732;"Operations";"region_25";"m";"other";1;26;3;0;54;"No"
5.0;1;25554;"Operations";"region_2";"m";"sourcing";3;25;2;0;61;"No"
3.0;0;78171;"Sales & Marketing";"region_28";"m";"other";1;35;4;0;52;"No"
5.0;0;78186;"Technology";"region_2";"m";"other";2;38;9;0;82;"Yes"
3.0;0;18844;"Sales & Marketing";"region_15";"m";"other";1;25;2;0;46;"No"
3.0;0;6121;"Operations";"region_2";"m";"other";1;39;12;0;66;"No"
1.0;0;63947;"Sales & Marketing";"region_2";"m";"other";1;21;2;0;44;"No"
5.0;0;63472;"HR";"region_2";"m";"other";1;35;10;0;51;"No"
3.1974214343271554;1;23117;"Technology";"region_2";"m";"referred";2;23;1;0;77;"No"
3.0;0;14643;"Sales & Marketing";"region_13";"m";"sourcing";1;40;4;0;45;"No"
3.0;1;36692;"Legal";"region_2";"f";"other";1;26;2;0;53;"No"
5.0;0;26910;"Sales & Marketing";"region_2";"m";"other";1;46;19;0;48;"No"
3.0;0;52235;"Sales & Marketing";"region_7";"m";"sourcing";2;38;8;0;48;"No"
1.0;0;65892;"Sales & Marketing";"region_2";"m";"other";3;31;3;0;51;"No"
3.1974214343271554;1;40029;"Technology";"region_26";"f";"sourcing";1;23;1;0;77;"No"
1.0;0;78269;"Sales & Marketing";"region_27";"m";"sourcing";1;27;3;0;55;"No"
3.1974214343271554;0;9893;"R&D";"region_2";"m";"sourcing";1;26;1;0;87;"No"
3.1974214343271554;0;77748;"Sales & Marketing";"region_22";"m";"other";3;25;1;0;45;"No"
3.0;1;53326;"Technology";"region_2";"f";"other";3;25;2;0;84;"No"
4.0;1;26737;"Operations";"region_2";"m";"sourcing";2;24;3;0;56;"No"
3.0;0;67236;"Operations";"region_26";"f";"other";1;29;4;0;63;"No"
2.0;0;1357;"Sales & Marketing";"region_22";"f";"other";1;28;2;0;46;"No"
3.0;0;37027;"Sales & Marketing";"region_13";"m";"sourcing";1;31;7;0;50;"Yes"
5.0;0;76438;"Analytics";"region_22";"m";"other";1;27;6;0;88;"No"
1.0;0;64346;"Sales & Marketing";"region_2";"m";"other";1;41;7;0;51;"No"
3.1974214343271554;1;177;"Procurement";"region_2";"f";"sourcing";3;20;1;0;72;"No"
4.0;0;56344;"Sales & Marketing";"region_26";"m";"other";2;22;2;0;48;"No"
5.0;0;75295;"Operations";"region_8";"m";"other";1;27;4;0;63;"No"
3.0;0;66265;"Operations";"region_32";"m";"other";1;28;3;0;58;"No"
3.0;0;44628;"Sales & Marketing";"region_28";"m";"other";1;26;5;1;45;"No"
3.0;0;24117;"Analytics";"region_22";"m";"other";2;26;5;0;86;"No"
3.0;1;51760;"Operations";"region_2";"m";"sourcing";1;21;2;0;61;"No"
3.0;0;66148;"Operations";"region_26";"m";"other";1;29;5;0;62;"No"
4.0;0;51148;"Sales & Marketing";"region_2";"m";"other";1;34;7;0;53;"No"
3.0;1;4010;"Technology";"region_2";"m";"referred";1;22;1;0;80;"No"
3.0;0;47126;"Sales & Marketing";"region_7";"m";"other";1;30;2;0;50;"No"
4.0;0;50842;"Sales & Marketing";"region_2";"f";"sourcing";1;30;4;0;49;"No"
1.0;0;13958;"Sales & Marketing";"region_2";"f";"other";1;40;4;0;47;"No"
1.0;0;52420;"Analytics";"region_15";"m";"other";1;30;3;0;85;"No"
3.0;0;28767;"Sales & Marketing";"region_22";"m";"other";1;27;3;0;50;"No"
5.0;1;7852;"HR";"region_2";"f";"sourcing";1;22;2;0;52;"No"
4.0;0;20809;"Legal";"region_2";"m";"sourcing";1;47;6;0;56;"No"
3.0;0;23922;"Sales & Marketing";"region_31";"m";"other";2;27;3;0;50;"No"
5.0;0;32260;"Operations";"region_2";"m";"other";1;53;13;0;57;"No"
5.0;1;72608;"Operations";"region_2";"f";"other";1;26;4;0;59;"No"
3.1974214343271554;0;33025;"Technology";"region_7";"m";"sourcing";1;24;1;0;82;"No"
3.1974214343271554;1;58911;"Technology";"region_16";"m";"sourcing";1;24;1;0;83;"No"
5.0;0;69236;"Sales & Marketing";"region_22";"m";"other";1;27;2;0;49;"No"
4.0;0;48998;"Analytics";"region_22";"m";"sourcing";1;26;6;0;85;"Yes"
2.0;0;8787;"Sales & Marketing";"region_2";"f";"other";1;53;9;0;49;"No"
3.1974214343271554;0;37581;"Sales & Marketing";"region_2";"m";"sourcing";1;21;1;0;52;"No"
3.0;0;31829;"Sales & Marketing";"region_13";"m";"sourcing";1;45;14;0;51;"No"
4.0;0;57495;"Operations";"region_2";"m";"other";1;37;4;0;64;"No"
3.1974214343271554;1;47620;"Procurement";"region_2";"m";"other";1;20;1;0;70;"No"
4.0;1;68763;"Technology";"region_2";"m";"referred";1;23;2;0;82;"No"
5.0;0;56566;"Sales & Marketing";"region_27";"m";"other";1;28;3;0;51;"No"
3.0;0;32812;"Analytics";"region_22";"m";"other";1;29;2;0;84;"Yes"
1.0;0;23873;"Sales & Marketing";"region_22";"m";"other";1;26;5;0;47;"No"
3.1974214343271554;1;30865;"Procurement";"region_26";"f";"other";1;23;1;0;66;"No"
3.0;0;71940;"Sales & Marketing";"region_32";"m";"other";3;28;2;0;54;"No"
1.0;0;52036;"Procurement";"region_2";"m";"other";1;43;12;0;71;"No"
5.0;1;49176;"Technology";"region_2";"m";"referred";1;22;2;0;76;"No"
3.1974214343271554;1;14431;"Procurement";"region_2";"m";"sourcing";1;23;1;0;68;"No"
5.0;0;7145;"Sales & Marketing";"region_7";"m";"other";1;29;2;0;52;"No"
3.1974214343271554;0;31789;"Sales & Marketing";"region_1";"m";"other";1;26;1;0;51;"No"
3.0;0;21156;"Operations";"region_15";"m";"other";1;35;7;0;61;"No"
3.1974214343271554;0;51927;"Sales & Marketing";"region_16";"m";"other";1;23;1;0;49;"No"
1.0;0;39522;"Technology";"region_15";"m";"other";2;34;6;0;80;"No"
3.0;0;15362;"Sales & Marketing";"region_31";"m";"sourcing";1;38;10;0;54;"No"
4.0;0;61557;"Operations";"region_22";"m";"other";1;29;3;0;57;"No"
1.0;0;33496;"Sales & Marketing";"region_13";"m";"other";1;50;15;0;53;"No"
3.1974214343271554;1;70610;"Legal";"region_2";"m";"other";1;26;1;0;57;"No"
3.0;1;64143;"Operations";"region_22";"f";"other";1;24;2;0;59;"No"
5.0;0;69555;"Sales & Marketing";"region_31";"m";"sourcing";1;38;9;0;54;"No"
3.0;0;77452;"Sales & Marketing";"region_28";"m";"sourcing";1;36;7;0;47;"No"
5.0;0;32589;"Sales & Marketing";"region_2";"m";"sourcing";1;30;4;0;49;"No"
3.0;0;21795;"Sales & Marketing";"region_15";"m";"other";1;45;4;0;48;"No"
3.0;0;778;"R&D";"region_27";"m";"other";2;28;1;0;81;"No"
1.0;1;23755;"Procurement";"region_2";"m";"sourcing";1;23;2;0;68;"No"
3.0;1;55532;"Finance";"region_2";"m";"sourcing";1;24;2;0;59;"No"
3.0;0;72064;"Technology";"region_2";"m";"other";1;25;2;0;76;"No"
3.0;1;7991;"Technology";"region_2";"m";"other";1;22;2;0;83;"No"
4.0;0;32209;"Sales & Marketing";"region_1";"m";"other";1;29;3;0;48;"No"
2.0;0;51905;"Sales & Marketing";"region_15";"m";"sourcing";1;41;10;0;51;"No"
3.0;0;17632;"Sales & Marketing";"region_7";"m";"sourcing";1;24;2;0;47;"No"
3.1974214343271554;0;14425;"Sales & Marketing";"region_2";"m";"other";1;26;1;0;48;"No"
5.0;0;67462;"Sales & Marketing";"region_2";"m";"other";1;59;15;0;52;"No"
1.0;0;21129;"Sales & Marketing";"region_16";"m";"sourcing";1;39;9;0;50;"No"
3.1974214343271554;0;68824;"Sales & Marketing";"region_22";"m";"sourcing";2;29;1;0;45;"No"
3.0;0;57129;"Sales & Marketing";"region_14";"m";"other";2;24;2;0;50;"No"
3.0;0;54036;"Procurement";"region_2";"m";"other";1;34;2;0;66;"No"
3.1974214343271554;1;77603;"Legal";"region_2";"f";"other";1;27;1;0;54;"No"
1.0;0;3999;"Technology";"region_31";"f";"sourcing";1;27;4;0;74;"No"
3.1974214343271554;0;56488;"Analytics";"region_22";"m";"sourcing";1;23;1;0;86;"No"
5.0;0;61316;"Operations";"region_2";"f";"other";2;28;2;0;58;"No"
5.0;0;63900;"Sales & Marketing";"region_30";"m";"sourcing";1;24;2;0;47;"No"
3.0;0;66505;"Sales & Marketing";"region_22";"f";"other";1;29;3;0;47;"No"
3.1974214343271554;1;46437;"HR";"region_2";"m";"sourcing";1;22;1;0;56;"Yes"
4.0;0;52989;"Analytics";"region_22";"m";"other";2;29;7;0;84;"No"
1.0;0;19870;"Technology";"region_2";"m";"sourcing";1;38;8;0;80;"No"
5.0;1;28791;"Operations";"region_7";"m";"sourcing";1;25;2;0;59;"No"
3.1974214343271554;0;74366;"Sales & Marketing";"region_2";"m";"other";1;23;1;0;53;"No"
3.0;0;71923;"Sales & Marketing";"region_31";"m";"other";1;32;7;0;52;"No"
3.0;0;26203;"Sales & Marketing";"region_2";"m";"other";1;43;4;0;49;"No"
3.0;0;47924;"Technology";"region_2";"f";"sourcing";2;44;3;0;79;"No"
1.0;0;6991;"Sales & Marketing";"region_22";"m";"other";1;43;5;0;46;"No"
4.0;0;27758;"HR";"region_2";"m";"sourcing";1;41;9;0;47;"No"
3.1974214343271554;1;60212;"Operations";"region_7";"f";"other";1;25;1;0;59;"No"
3.0;1;8029;"Procurement";"region_2";"f";"other";2;24;2;0;70;"No"
2.0;0;44487;"Sales & Marketing";"region_26";"m";"other";1;25;2;0;45;"No"
4.0;0;42783;"Sales & Marketing";"region_2";"m";"other";1;44;13;0;48;"No"
3.0;0;19993;"Operations";"region_2";"f";"other";1;40;8;0;59;"No"
3.0;1;16598;"Finance";"region_2";"m";"sourcing";1;25;2;0;58;"Yes"
3.1974214343271554;0;73491;"Sales & Marketing";"region_22";"m";"other";1;23;1;0;54;"No"
1.0;0;26333;"Sales & Marketing";"region_31";"m";"other";1;24;2;0;52;"No"
3.0;0;50422;"Sales & Marketing";"region_2";"m";"sourcing";1;60;12;1;95;"Yes"
2.0;0;65530;"Sales & Marketing";"region_2";"f";"other";1;24;2;0;53;"No"
3.0;0;46850;"Sales & Marketing";"region_27";"m";"sourcing";1;29;5;0;52;"No"
3.0;0;37364;"Sales & Marketing";"region_2";"m";"other";1;60;4;0;50;"No"
3.0;0;276;"Sales & Marketing";"region_22";"m";"sourcing";4;28;7;0;46;"No"
3.0;0;69553;"Sales & Marketing";"region_22";"f";"sourcing";1;28;4;0;51;"No"
3.1974214343271554;0;49226;"Sales & Marketing";"region_27";"m";"sourcing";4;28;1;0;49;"No"
3.1974214343271554;1;57360;"HR";"region_22";"m";"other";1;22;1;0;50;"No"
1.0;0;46847;"Sales & Marketing";"region_2";"m";"sourcing";1;43;12;0;53;"No"
3.1974214343271554;1;24509;"Technology";"region_2";"m";"other";2;22;1;0;82;"No"
3.1974214343271554;1;36782;"Legal";"region_2";"m";"sourcing";3;27;1;0;58;"No"
2.0;0;41522;"Sales & Marketing";"region_22";"m";"other";1;43;7;0;48;"No"
3.1974214343271554;0;62408;"Sales & Marketing";"region_15";"m";"other";1;23;1;0;49;"No"
3.1974214343271554;0;76784;"Analytics";"region_7";"m";"other";1;26;1;0;86;"No"
3.0;1;56124;"Technology";"region_2";"m";"sourcing";1;23;2;0;85;"Yes"
5.0;0;72032;"Sales & Marketing";"region_2";"m";"sourcing";1;36;6;0;52;"No"
2.0;0;15940;"Procurement";"region_2";"m";"other";1;43;6;0;68;"No"
4.0;0;54863;"Sales & Marketing";"region_15";"m";"sourcing";1;24;2;0;48;"No"
3.0;0;64068;"Sales & Marketing";"region_23";"m";"other";1;29;7;0;50;"No"
1.0;0;62559;"Sales & Marketing";"region_2";"f";"sourcing";2;43;7;0;45;"No"
2.0;0;7773;"Sales & Marketing";"region_2";"m";"other";1;54;8;0;51;"No"
2.0;0;28921;"Procurement";"region_15";"f";"other";1;53;6;1;66;"No"
3.0;1;59506;"Operations";"region_2";"m";"other";1;22;2;0;64;"No"
3.1974214343271554;0;43583;"Sales & Marketing";"region_2";"m";"other";1;26;1;0;49;"No"
3.0;0;41542;"Analytics";"region_22";"f";"other";1;27;3;0;84;"No"
3.1974214343271554;0;21918;"Sales & Marketing";"region_32";"m";"other";3;23;1;0;50;"No"
3.1974214343271554;0;58628;"Sales & Marketing";"region_22";"m";"sourcing";1;26;1;0;53;"No"
5.0;0;26301;"Operations";"region_15";"m";"other";1;34;9;0;59;"No"
3.0;0;31599;"Sales & Marketing";"region_23";"m";"sourcing";1;24;2;0;51;"No"
4.0;0;36617;"Sales & Marketing";"region_30";"m";"sourcing";1;24;3;0;54;"No"
4.0;1;72340;"Operations";"region_2";"m";"sourcing";1;23;2;0;62;"No"
1.0;0;12531;"Sales & Marketing";"region_7";"m";"other";1;34;7;0;52;"No"
5.0;0;76215;"Sales & Marketing";"region_22";"f";"sourcing";1;27;2;0;95;"Yes"
3.0;1;31664;"Operations";"region_22";"m";"other";3;26;2;0;58;"No"
2.0;0;54260;"Sales & Marketing";"region_22";"m";"sourcing";3;28;6;0;49;"No"
3.1974214343271554;0;62911;"Sales & Marketing";"region_2";"m";"other";2;23;1;0;47;"No"
3.0;0;2403;"Sales & Marketing";"region_15";"m";"other";1;48;6;0;47;"No"
3.1974214343271554;0;69705;"Sales & Marketing";"region_7";"f";"sourcing";1;25;1;0;50;"No"
3.0;0;75899;"Sales & Marketing";"region_2";"m";"sourcing";1;47;19;0;46;"No"
3.0;0;33742;"Sales & Marketing";"region_31";"m";"other";1;24;2;0;48;"No"
3.1974214343271554;0;65709;"Operations";"region_22";"m";"sourcing";1;27;1;0;54;"No"
3.0;0;50484;"Finance";"region_2";"f";"other";1;45;13;0;58;"No"
4.0;0;32933;"Sales & Marketing";"region_6";"m";"other";1;31;3;0;51;"No"
3.1974214343271554;0;4156;"Sales & Marketing";"region_2";"f";"sourcing";1;22;1;0;52;"No"
3.0;0;47566;"Sales & Marketing";"region_13";"m";"other";1;42;6;0;45;"No"
3.0;0;949;"Sales & Marketing";"region_32";"m";"sourcing";1;26;2;0;51;"No"
1.0;0;36995;"Sales & Marketing";"region_15";"m";"sourcing";1;39;5;0;49;"No"
4.0;1;2267;"Operations";"region_7";"m";"other";1;26;3;0;60;"No"
3.0;0;73479;"Finance";"region_2";"f";"sourcing";1;45;9;0;61;"No"
3.1974214343271554;0;1390;"Sales & Marketing";"region_2";"m";"other";2;21;1;0;47;"No"
2.0;0;11989;"Sales & Marketing";"region_15";"m";"other";1;29;4;0;45;"No"
3.1974214343271554;1;49863;"Operations";"region_22";"m";"other";1;22;1;0;63;"No"
4.0;0;36656;"Sales & Marketing";"region_2";"m";"sourcing";1;24;2;0;52;"No"
3.0;0;38752;"Operations";"region_2";"f";"sourcing";1;36;3;0;58;"No"
4.0;1;9115;"HR";"region_22";"f";"sourcing";2;23;2;0;53;"No"
2.0;0;66352;"Sales & Marketing";"region_7";"m";"other";1;30;5;0;49;"No"
4.0;0;72919;"Procurement";"region_2";"m";"other";1;32;4;0;71;"No"
5.0;0;52439;"Sales & Marketing";"region_7";"m";"other";1;27;2;0;52;"No"
1.0;0;50860;"Sales & Marketing";"region_2";"m";"other";1;57;28;0;46;"No"
3.0;0;62820;"Sales & Marketing";"region_28";"m";"sourcing";1;28;2;0;49;"No"
4.0;0;69233;"Sales & Marketing";"region_7";"m";"other";1;26;3;0;67;"Yes"
3.0;1;59831;"Finance";"region_2";"f";"other";1;26;4;0;57;"No"
5.0;0;15752;"Sales & Marketing";"region_28";"m";"other";1;27;6;0;49;"No"
5.0;1;271;"Procurement";"region_2";"f";"other";1;25;2;0;69;"Yes"
2.0;0;45015;"Sales & Marketing";"region_2";"f";"other";1;40;12;0;51;"No"
3.0;0;48409;"Sales & Marketing";"region_2";"f";"other";1;22;2;0;48;"No"
2.0;0;20166;"Sales & Marketing";"region_31";"m";"other";1;37;7;0;51;"No"
1.0;0;53777;"Sales & Marketing";"region_2";"m";"other";1;52;5;0;50;"No"
3.1974214343271554;1;35343;"Procurement";"region_2";"m";"other";3;24;1;0;70;"No"
2.0;0;5941;"Sales & Marketing";"region_2";"m";"sourcing";2;23;2;0;51;"No"
3.0;1;65247;"Legal";"region_7";"m";"sourcing";1;27;2;0;57;"No"
3.0;0;5051;"Sales & Marketing";"region_2";"f";"other";1;30;2;0;46;"No"
5.0;0;5924;"Analytics";"region_26";"m";"other";1;27;6;0;84;"No"
3.0;1;1562;"Finance";"region_16";"m";"sourcing";1;25;3;0;59;"No"
3.1974214343271554;1;39787;"Operations";"region_14";"m";"other";1;22;1;0;58;"Yes"
5.0;1;9057;"Technology";"region_2";"f";"sourcing";1;25;2;0;81;"No"
1.0;0;2318;"Sales & Marketing";"region_28";"m";"other";1;34;8;0;49;"No"
3.1974214343271554;1;31141;"Operations";"region_2";"m";"sourcing";1;22;1;0;62;"No"
3.1974214343271554;1;13037;"Technology";"region_2";"f";"other";1;24;1;0;85;"No"
4.0;0;8799;"Sales & Marketing";"region_7";"m";"other";1;27;2;0;50;"No"
3.1974214343271554;0;11995;"Sales & Marketing";"region_29";"m";"other";1;28;1;0;45;"No"
4.0;0;41711;"Analytics";"region_22";"m";"other";1;26;5;1;82;"No"
5.0;0;5923;"Operations";"region_2";"f";"other";1;54;7;0;59;"No"
5.0;0;59231;"Operations";"region_8";"f";"other";1;29;5;0;65;"No"
4.0;0;2246;"Sales & Marketing";"region_2";"f";"other";1;50;8;0;48;"No"
4.0;0;58012;"Sales & Marketing";"region_2";"f";"other";1;21;1;0;43;"No"
3.1974214343271554;1;61975;"HR";"region_2";"f";"referred";1;25;1;0;51;"No"
3.0;0;52402;"Sales & Marketing";"region_32";"m";"other";1;33;6;1;45;"No"
4.0;0;34967;"Sales & Marketing";"region_2";"m";"sourcing";1;38;11;0;50;"No"
3.1974214343271554;0;24480;"Sales & Marketing";"region_29";"m";"other";1;27;1;0;47;"No"
3.0;0;15439;"Sales & Marketing";"region_31";"m";"other";1;23;2;0;49;"No"
3.0;0;36399;"Operations";"region_15";"m";"other";2;36;10;0;58;"No"
5.0;0;31167;"HR";"region_2";"f";"other";1;31;4;0;57;"No"
5.0;0;64422;"Procurement";"region_15";"f";"other";1;53;24;0;69;"No"
1.0;0;14943;"Technology";"region_2";"f";"other";1;54;9;0;78;"No"
3.0;1;66354;"Technology";"region_26";"m";"other";1;25;2;0;83;"No"
3.0;1;15625;"Technology";"region_21";"m";"sourcing";1;27;5;0;80;"No"
3.1974214343271554;1;1599;"Technology";"region_6";"m";"sourcing";1;24;1;0;81;"No"
4.0;0;72024;"Sales & Marketing";"region_31";"m";"sourcing";1;26;4;0;49;"No"
3.1974214343271554;0;14839;"Sales & Marketing";"region_2";"m";"sourcing";1;29;1;0;47;"No"
5.0;0;5445;"Sales & Marketing";"region_7";"m";"other";1;28;4;0;48;"No"
5.0;1;15085;"Operations";"region_2";"m";"other";3;25;2;0;57;"No"
4.0;1;2875;"HR";"region_2";"m";"other";1;24;2;0;44;"No"
3.0;0;4706;"Sales & Marketing";"region_31";"m";"sourcing";1;33;10;0;48;"No"
3.0;0;37988;"Sales & Marketing";"region_7";"m";"other";1;20;2;0;47;"No"
5.0;0;4685;"Technology";"region_2";"m";"other";2;34;2;0;79;"No"
2.0;0;8390;"Sales & Marketing";"region_27";"m";"other";1;33;7;0;45;"No"
3.0;0;75604;"Sales & Marketing";"region_2";"m";"other";1;48;21;0;48;"No"
4.0;0;51734;"Operations";"region_32";"m";"sourcing";1;31;7;0;59;"No"
4.0;1;61319;"Legal";"region_2";"m";"sourcing";1;27;1;0;56;"No"
3.1974214343271554;0;23173;"Sales & Marketing";"region_16";"m";"other";1;24;1;0;50;"No"
3.0;0;21793;"Sales & Marketing";"region_22";"m";"other";2;27;5;1;50;"No"
4.0;0;38244;"Sales & Marketing";"region_25";"m";"other";2;24;2;0;49;"No"
4.0;0;78118;"Sales & Marketing";"region_7";"m";"other";2;24;2;0;48;"No"
3.0;0;10966;"Operations";"region_2";"m";"other";1;31;6;0;58;"No"
3.0;0;61546;"Technology";"region_2";"m";"sourcing";1;32;3;0;89;"Yes"
1.0;0;17862;"Sales & Marketing";"region_27";"m";"sourcing";1;29;4;0;42;"No"
3.0;0;71643;"Technology";"region_5";"m";"other";1;31;2;0;76;"No"
1.0;0;64744;"Sales & Marketing";"region_2";"f";"sourcing";1;32;5;0;52;"No"
3.0;0;20961;"Sales & Marketing";"region_29";"m";"other";1;28;2;0;49;"No"
1.0;0;7747;"Technology";"region_2";"m";"sourcing";2;26;2;0;81;"No"
